	RAM	DAPE
626	0.670138347	0.616535907
627	0.670070435	0.648464776
628	0.670018986	0.621606526
629	0.669884772	0.646277807
630	0.669701256	0.677065108
631	0.669540757	0.62357325
632	0.669409076	0.618407222
633	0.668979678	0.650036168
634	0.668801497	0.605574012
635	0.668449513	0.628107913
636	0.668358817	0.625217079
637	0.668349669	0.644677716
638	0.668068756	0.611922658
639	0.667855818	0.605380512
640	0.667450314	0.613114748
641	0.667377792	0.648464308
642	0.667131455	0.615995176
643	0.666910916	0.659965119
644	0.666815877	0.635289506
645	0.666646778	0.610321451
646	0.666525226	0.649261983
647	0.666261587	0.620658372
648	0.665267723	0.616609466
649	0.664678816	0.618687846
650	0.664459032	0.605684618
651	0.664455546	0.606057297
652	0.664439379	0.625567072
653	0.664063598	0.628795613
654	0.663982328	0.655568813
655	0.663811251	0.600847967
656	0.663746792	0.631612399
657	0.663511896	0.605493324
658	0.663347064	0.621264425
659	0.663044136	0.602640091
660	0.662963311	0.623228185
661	0.662581952	0.631347688
662	0.661926219	0.653399542
663	0.661730135	0.627417951
664	0.66162222	0.616571868
665	0.66157779	0.612266451
666	0.661551556	0.616794262
667	0.661295439	0.649167382
668	0.661172411	0.635766227
669	0.661075834	0.603032427
670	0.660922503	0.624192901
671	0.660922318	0.623596959
672	0.660737124	0.617643846
673	0.66031418	0.612672864
674	0.659711391	0.608041414
675	0.65970697	0.649445554
676	0.659237957	0.642246414
677	0.659064768	0.629144309
678	0.658696842	0.609366679
679	0.658423231	0.60722257
680	0.658414127	0.589381003
681	0.658328031	0.601328866
682	0.658149974	0.634228087
683	0.657864108	0.612787596
684	0.657592197	0.661423832
685	0.656907903	0.654301948
686	0.65636248	0.58825014
687	0.656053584	0.590517397
688	0.655709837	0.602047226
689	0.655192987	0.61611717
690	0.654881281	0.660564221
691	0.654763297	0.64388052
692	0.654727223	0.588655736
693	0.654554362	0.585226198
694	0.654450878	0.608438473
695	0.654317651	0.602133803
696	0.654195462	0.653663322
697	0.65418484	0.598181288
698	0.6537979	0.633621566
699	0.653318671	0.647199609
700	0.653101691	0.624623128
701	0.652770183	0.618069319
702	0.652708867	0.600299123
703	0.652656614	0.652443066
